,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
377,Shumyachi,88,RU,1570433768,66,53.86,32.43,37.75,6.78
378,Russell,1,US,1570433768,87,38.9,-98.86,46.4,8.05
379,Kamenka,84,MD,1570433768,65,48.03,28.7,39.0,1.01
380,Whitehorse,75,CA,1570433616,85,60.72,-135.06,25.0,8.05
381,Goderich,94,CA,1570433769,89,43.74,-81.71,57.0,21.0
382,San Patricio,2,PY,1570433769,97,-26.98,-56.83,56.38,3.11
383,Emba,20,CY,1570433770,57,34.81,32.42,78.8,8.05
384,Coro,0,VE,1570433770,76,11.41,-69.67,81.99,15.97
385,Carutapera,21,BR,1570433770,80,-1.2,-46.02,78.7,8.48
386,Bathsheba,20,BB,1570433771,78,13.22,-59.52,82.4,23.04
387,Katherine,0,AU,1570433771,12,-14.47,132.26,98.6,4.7
388,Riyadh,40,SA,1570433771,21,24.63,46.72,93.2,6.93
389,Kokopo,67,PG,1570433771,97,-4.34,152.27,72.02,1.86
390,Mujiayingzi,20,CN,1570433772,39,42.12,118.78,56.65,14.03
391,Vangaindrano,6,MG,1570433772,54,-23.35,47.6,79.47,6.17
392,Itarema,90,BR,1570433772,77,-2.92,-39.92,77.54,7.99
393,Luau,48,CD,1570433773,37,-10.7,22.23,89.44,4.7
394,Langham,20,CA,1570433773,74,52.36,-106.96,39.0,6.93
395,Tyukhtet,52,RU,1570433774,70,56.54,89.31,59.58,6.98
396,Cayenne,90,GF,1570433774,100,4.94,-52.33,73.4,3.44
397,San Carlos de Bariloche,40,AR,1570433774,92,-41.13,-71.31,39.2,24.16
398,Saint-Leu,0,RE,1570433775,61,-21.15,55.28,80.6,4.7
399,Raahe,0,FI,1570433775,86,64.68,24.47,37.4,2.24
400,Barabai,69,ID,1570433775,46,-2.59,115.38,92.02,4.7
401,Barcelos,39,BR,1570433776,94,-0.97,-62.93,73.31,1.01
402,Cabo San Lucas,77,MX,1570433776,55,22.89,-109.91,82.99,8.99
403,Buin,0,CL,1570433776,54,-33.73,-70.74,53.6,1.12
404,Rath,0,IN,1570433777,33,25.59,79.57,91.22,6.98
405,Fare,100,PF,1570433777,85,-16.7,-151.02,76.5,22.46
406,Redcliffe,0,AU,1570433777,27,-31.94,115.94,82.0,10.29
407,Namatanai,86,PG,1570433778,82,-3.66,152.44,80.3,16.51
408,Kawalu,100,ID,1570433778,67,-7.38,108.21,77.87,7.87
409,Fukue,75,JP,1570433779,64,35.03,136.69,71.6,3.36
410,Chicama,90,PE,1570433779,87,-7.84,-79.15,60.8,9.17
411,Samarai,40,PG,1570433779,92,-10.62,150.67,72.47,6.2
412,Alta Floresta,100,BR,1570433779,99,-9.87,-56.08,69.62,2.91
413,San Pedro,0,AR,1570433780,77,-33.68,-59.66,52.0,1.99
414,Sao Joao da Barra,35,BR,1570433780,93,-21.64,-41.05,69.68,0.85
415,Bontang,50,ID,1570433780,74,0.12,117.47,84.06,3.83
416,Usoke,0,TZ,1570433781,53,-5.09,32.32,75.2,11.41
417,Altamont,1,CA,1570433781,75,49.4,-98.5,44.6,8.05
418,Kastamonu,20,TR,1570433781,81,41.38,33.78,50.0,4.7
419,Melipilla,0,CL,1570433782,100,-33.69,-71.21,53.6,2.24
420,Bambous Virieux,40,MU,1570433782,61,-20.34,57.76,80.6,19.46
421,Ziro,75,IN,1570433782,83,27.54,93.82,80.6,6.93
422,Iquitos,40,PE,1570433783,94,-3.75,-73.25,75.2,4.7
423,Bubaque,100,GW,1570433783,73,11.28,-15.83,82.55,5.68
424,Guilin,75,CN,1570433783,58,25.28,110.29,82.4,6.71
425,Xichang,69,CN,1570433784,71,27.88,102.25,65.12,3.89
426,Saint-Francois,95,FR,1570433784,94,46.42,3.91,48.99,6.33
427,Yorosso,42,ML,1570433784,69,12.35,-4.78,81.04,11.79
428,Kieta,34,PG,1570433785,80,-6.22,155.63,82.89,15.61
429,Port-Gentil,40,GA,1570433786,94,-0.72,8.78,78.8,9.17
430,Edd,0,ER,1570433786,31,13.93,41.69,99.16,2.93
431,Kulhudhuffushi,100,MV,1570433787,74,6.62,73.07,81.9,9.51
432,Hof,20,DE,1570433787,93,50.32,11.92,46.0,4.7
433,Yuzhou,100,CN,1570433787,46,34.16,113.47,71.6,6.71
434,Langarud,20,IR,1570433788,74,37.2,50.15,80.6,11.41
435,Curup,37,ID,1570433788,56,-3.47,102.53,80.69,1.28
436,Rosa Zarate,77,EC,1570433562,91,0.33,-79.47,70.4,2.06
437,Port Hardy,90,CA,1570433789,93,50.7,-127.42,50.0,12.75
438,Awjilah,11,LY,1570433789,42,29.14,21.3,78.21,4.27
439,Dauriya,25,RU,1570433789,25,49.93,116.85,41.76,17.78
440,Wadi Maliz,40,TN,1570433790,100,36.47,8.55,66.2,11.41
441,Jefferson City,1,US,1570433753,87,38.58,-92.17,53.01,3.36
442,Uporovo,68,RU,1570433790,52,56.31,66.27,61.11,4.65
443,Ajdabiya,100,LY,1570433790,78,30.75,20.22,74.38,13.33
444,Gwembe,0,ZM,1570433791,20,-16.5,27.61,92.0,5.39
445,Kenai,1,US,1570433791,80,60.55,-151.26,35.01,6.67
446,Uvinza,56,TZ,1570433791,33,-5.1,30.39,86.8,10.18
447,Usinsk,74,RU,1570433792,77,66.0,57.56,36.32,2.1
448,Paamiut,0,GL,1570433792,77,61.99,-49.67,38.57,14.63
449,Porbandar,40,IN,1570433792,59,21.64,69.61,89.6,4.7
450,Beloha,0,MG,1570433793,17,-25.17,45.06,92.66,10.13
451,Collie,98,AU,1570433793,32,-33.36,116.15,70.0,6.93
452,Alice Springs,0,AU,1570433747,11,-23.7,133.88,91.4,10.29
453,Mlowo,4,TZ,1570433794,25,-9.01,33.0,83.81,6.08
454,Atambua,0,ID,1570433794,75,-9.11,124.89,80.05,6.02
455,Ambilobe,0,MG,1570433794,32,-13.19,49.05,93.08,18.39
456,Norden,70,DE,1570433795,86,53.59,7.21,46.0,6.93
457,Mamallapuram,75,IN,1570433780,47,12.63,80.17,95.0,4.7
458,Ust-Kulom,100,RU,1570433795,94,61.69,53.69,37.37,8.39
459,Kirensk,100,RU,1570433795,96,57.78,108.12,33.41,13.35
460,Yeppoon,0,AU,1570433796,28,-23.13,150.74,95.0,11.41
461,Daru,100,PG,1570433797,86,-9.07,143.21,75.35,10.54
462,Haines Junction,72,CA,1570433797,93,60.75,-137.51,17.82,3.44
463,Ostrovnoy,92,RU,1570433798,90,68.05,39.51,34.85,6.13
464,Luanda,75,AO,1570433799,83,-8.83,13.24,75.2,7.2
465,Hambantota,40,LK,1570433799,70,6.12,81.12,87.8,6.93
466,Jiangyou,77,CN,1570433800,68,31.78,104.73,61.4,2.64
467,Skaudvile,100,LT,1570433800,70,55.42,22.62,42.64,5.77
468,Gravdal,0,NO,1570433801,86,59.79,5.78,43.0,9.17
469,Norrtalje,0,SE,1570433801,70,59.76,18.7,39.99,4.7
470,Aklavik,90,CA,1570433801,94,68.22,-135.01,32.0,11.41
471,Nouakchott,100,MR,1570433802,88,18.08,-15.98,73.4,5.82
472,Canto do Buriti,0,BR,1570433802,54,-8.11,-42.94,72.09,10.36
473,Tocache,100,PE,1570433802,94,-8.19,-76.51,53.14,1.99
474,Etchoropo,0,MX,1570433803,73,26.77,-109.67,81.0,9.95
475,Saint-Georges,97,CA,1570433803,100,46.12,-70.67,59.0,4.0
476,Harper,90,US,1570433803,83,30.3,-99.24,73.99,10.29
477,Quthing,100,LS,1570433804,27,-30.4,27.7,74.41,28.97
478,Urbana,1,US,1570433689,81,40.11,-88.21,57.2,5.82
479,Kasongo-Lunda,100,CD,1570433804,51,-6.48,16.82,85.41,2.35
480,Kahului,1,US,1570433804,73,20.89,-156.47,77.0,4.7
481,Ust-Karsk,74,RU,1570433805,50,52.71,118.82,37.04,6.58
482,Kemptville,90,CA,1570433805,93,45.02,-75.64,61.0,3.36
483,Kindu,90,CD,1570433805,59,-2.95,25.92,85.68,3.06
484,Morro Bay,1,US,1570433803,87,35.37,-120.85,63.0,3.36
485,Hanstholm,33,DK,1570433806,78,57.12,8.61,46.0,6.8
486,Lambarene,98,GA,1570433806,82,-0.7,10.22,80.12,4.81
487,Martinsicuro,100,IT,1570433806,89,42.89,13.92,62.01,6.6
488,Dryden,90,CA,1570433807,93,49.79,-92.84,41.0,11.41
489,Broken Hill,0,AU,1570433807,25,-31.97,141.45,77.0,17.22
490,Fallon,1,US,1570433807,54,46.84,-105.12,39.2,4.7
491,Lofthus,0,NO,1570433808,86,59.95,10.8,37.99,1.12
492,Walvis Bay,0,NA,1570433808,82,-22.95,14.51,55.4,4.7
493,Beausoleil,20,FR,1570433809,68,43.75,7.42,66.0,2.24
494,Shimoda,75,JP,1570433809,78,34.7,138.93,71.6,13.87
495,Gandorhun,100,SL,1570433809,99,8.44,-10.86,69.32,2.3
496,Retz,0,AT,1570433810,69,48.76,15.95,45.0,6.93
497,Channel-Port aux Basques,42,CA,1570433810,83,47.57,-59.14,51.25,16.2
498,Barahona,100,DO,1570433810,90,18.21,-71.1,71.21,2.08
499,Rio Gallegos,0,AR,1570433680,73,-51.62,-69.22,37.4,11.41
500,Ewa Beach,90,US,1570433811,78,21.32,-158.01,80.6,12.3
501,Gulfport,1,US,1570433595,83,30.37,-89.09,75.2,3.11
502,Balabac,44,PH,1570433811,70,7.99,117.06,84.28,9.17
503,Lehututu,0,BW,1570433812,19,-23.92,21.83,87.75,3.94
504,Pitimbu,0,BR,1570433812,83,-7.47,-34.81,75.2,5.82
505,Snezhnogorsk,90,RU,1570433812,100,69.19,33.23,37.4,2.24
506,Pevek,100,RU,1570433813,69,69.7,170.27,27.86,6.26
507,Tual,33,ID,1570433813,85,-5.67,132.75,79.34,18.72
508,Ivolginsk,20,RU,1570433814,39,51.75,107.28,46.4,11.18
509,Ust-Ordynskiy,0,RU,1570433814,75,52.8,104.75,44.6,2.24
510,Ayagoz,0,KZ,1570433814,18,47.96,80.43,68.83,11.72
511,Gedo,0,ET,1570433815,57,9.01,37.45,76.28,2.04
512,Severo-Kurilsk,0,RU,1570433815,88,50.68,156.12,46.4,12.82
513,Teruel,99,ES,1570433815,93,40.34,-1.11,71.6,17.11
514,Sioux Lookout,90,CA,1570433816,93,50.1,-91.92,42.8,10.29
515,Strezhevoy,0,RU,1570433816,53,60.73,77.6,51.8,4.47
516,Sakaiminato,90,JP,1570433816,64,35.55,133.23,71.6,6.93
517,Amuntai,69,ID,1570433816,46,-2.42,115.25,92.02,4.7
518,Cap Malheureux,40,MU,1570433817,61,-19.98,57.61,80.6,19.46
519,Sur,2,OM,1570433817,42,22.57,59.53,91.4,1.52
520,Ust-Kuyga,8,RU,1570433817,74,70.0,135.55,10.49,2.39
521,Kalmunai,98,LK,1570433818,55,7.42,81.82,88.72,6.22
522,Jasper,75,US,1570433614,94,33.83,-87.28,75.99,3.98
523,Maputo,75,MZ,1570433665,51,-25.97,32.57,82.4,8.05
524,Leningradskaya,3,RU,1570433819,39,46.32,39.39,57.37,8.25
525,Kushima,75,JP,1570433819,88,31.5,131.29,75.2,3.36
526,Nanakuli,90,US,1570433819,88,21.39,-158.15,80.6,4.7
527,Mayumba,100,GA,1570433820,88,-3.44,10.65,77.13,15.39
528,Ipira,98,BR,1570433820,98,-27.41,-51.77,54.31,1.34
529,Kukushtan,0,RU,1570433820,36,57.65,56.5,60.8,8.95
530,Skovorodino,79,RU,1570433820,71,53.99,123.94,33.98,8.72
531,Savonlinna,0,FI,1570433821,100,61.87,28.88,37.0,1.12
532,Freeport,100,BS,1570433821,81,26.54,-78.7,81.23,16.4
533,Xinzhou,0,CN,1570433822,31,38.41,112.73,62.71,3.69
534,Yar-Sale,50,RU,1570433822,63,66.83,70.83,39.37,15.84
535,Ak-Dovurak,0,RU,1570433822,40,51.17,90.6,53.26,4.16
536,Bud,0,NO,1570433822,69,62.91,6.91,39.2,14.99
537,Banda Aceh,100,ID,1570433823,69,5.56,95.32,81.49,5.17
538,Vila Franca do Campo,75,PT,1570433823,100,37.72,-25.43,73.99,11.41
